Page ID,Page name,Disclaimer,Amount spent (INR),Number of ads in Library
486872764514803,Endrendrum Anbil,Endrendrum Anbil,337,2
268437163351102,Saurabh Srivastava,Saurabh Srivastava,337,7
458921050845532,Dr. Kailash Verma,Dr. Kailash Verma,336,5
285354781671871,Team Digital Marketing,Team Digital Marketing,336,1
827883360557924,SaiKumar Panthula For Quthbullapur,SaiKumar Panthula For Quthbullapur,335,3
157138711601023,Suresh Garia,Suresh Garia,334,4
241423392382707,ਪੰਜਾਬ ਦੀ ਆਵਾਜ਼,PUNJAB DI AWAAZ,331,2
176577149195590,Rajendra Sharma,Rajendra Sharma,331,5
101349665373939,Surya sonal singh,Surya Sonal Singh,330,2
415602371854024,Nand Gopal Gupta Nandi,Nand Gopal Gupta Nandi,329,2
106956406527903,City mirrors news,City mirrors news,329,1
442126958986460,गढ़कुमो की बात,गढ़कुमो की बात,328,1
115659084775659,"I Support Political Chanakya ""Amit Shah""","I Support Political Chanakya ""Amit Shah""",328,2
107393955270223,Kedar Naik,These ads ran without a disclaimer,327,1
1161189387249433,राजेश अग्रवाल,राजेश अग्रवाल,326,1
102895098984992,Shruti Gangwar,Shruti Gangwar,325,3
104798777774349,Instabounce India,Instabounce India,324,1
579070728906826,Prabhasakshi,Prabhasakshi,321,1
299632054030077,Political Sathi,Political Sathi,320,3
292423790800286,Mussoorie Dehradun Development Authority - MDDA,Mussoorie Dehradun Development Authority - MDDA,319,7
1421601644782269,Sunil Soni,Sunil Soni,318,3
100714916241533,Kishor Nath,Kishor Nath,318,2
411982012668419,DreamWorth Solutions,DreamWorth Solutions,318,1
103075976021769,Aditya Narayan Tiwari,Aditya Narayan Tiwari,317,3
571917359330536,ಪ್ರಹಲ್ಲಾದ ಜೋಶಿ ಫ್ಯಾನ್ ಕ್ಲಬ್,ಪ್ರಹಲ್ಲಾದ ಜೋಶಿ ಫ್ಯಾನ್ ಕ್ಲಬ್,317,2
690318721046400,Sunil Magare,Sunil Magare,316,1
264550007518352,Swaroop Singh Rathore,Swaroop Singh Rathore,315,1
295990367766234,D.M.KathirAnand,D.M.KathirAnand,315,1
108813995042611,Gandi Babji,Gandi Babji,314,2
2224320437799183,Ajay Tiwari Kiccha,Digital Karigar,313,5
111272404535155,Rajendra Mulak - राजेंद्र मुळक,Rajendra Mulak - राजेंद्र मुळक,311,1
1646303952273244,नगर निगम वाराणसी Nagar Nigam Varanasi,नगर निगम वाराणसी Nagar Nigam Varanasi,311,3
108538541366715,Hindustan News Junction,Hindustan News Junction,311,2
385965154607526,The India Moves,The India Moves,310,1
476467372223361,Praveen Vallamalla,Praveen Vallamalla,309,1
1630206900568754,प्रसाद मनोहर थोरवे,प्रसाद मनोहर थोरवे,308,1
175685978964236,Sikkim Trending,Touchstone Infotech,308,1
105234459127980,Women Climate Collective,Women Climate Collective,308,1
106734264265364,Maharashtra Manoranjan Kendra,Maharashtra Manoranjan Kendra,308,1
115331064980636,Sudipta Mandal,Sudipta Mandal,307,1
1747946728760920,Venkateswara Rao Challa,Venkateswara Rao Challa,306,2
520949671329992,Indian School of Democracy,Indian School of Democracy,306,3
303932689745064,VS Joy,VS Joy,305,1
111315128332164,Dr. Prem Chand Bairwa,Dr. Prem Chand Bairwa,305,4
471821393164306,Sudarshan Gupta,SWANIT INFOTECH,304,4
111534537291356,Vidya sagar keshri,Vidya sagar keshri,303,2
354210368277318,Diwan Singh Bisht,Diwan Singh Bisht,302,7
291419550990676,Krishna Byre Gowda,Krishna Byre Gowda,302,1
285801091272200,The Live Tv 24 News,The Live Tv 24 News,300,4
105432080821225,Manyam Kishor Chowdary,Manyam Kishor Chowdary,300,3
322252541447585,Adil Ahmad Khan,Adil Ahmad Khan,300,1
412599206019337,सुनील फोगाट,सुनील फोगाट,298,3
395840130283398,Environment Story,Environment Story,298,2
293824977667889,Shakti Pratap Singh Rathore,Shakti Pratap Singh Rathore,298,4
100636924988548,Rajeshkhandelwalbjp,Rajeshkhandelwalbjp,297,5
112251856794216,Dr. Shiv Singh Rawat,Dr. Shiv Singh Rawat,296,1
109068627682978,Divyanshu Mishra-Anshu,Divyanshu Mishra-Anshu,294,2
100950149185398,Dinesh Agrawal,Dinesh Agrawal,292,2
101852146341116,Priyaka Kumar,Priyaka Kumar,291,2
106477475650941,Mulubhai Bera,Mulubhai Bera,291,4
102246688565290,Haji Zarif INC,Haji Zarif INC,291,3
101496786331635,freesoulsvoyage,These ads ran without a disclaimer,291,1
1292958904162605,Raksha Santram Saroniya,Raksha Santram Saroniya,291,5
100555688888866,Col Rajyavardhan Rathore Office,Col Rajyavardhan Rathore Office,289,7
1882711862044371,Er. Shashi Bhushan Rai - Gappu rai,Er. Shashi Bhushan Rai - Gappu rai,288,2
103160252130430,Raghumani for Uripok,Raghumani for Uripok,287,2
233340423189723,Save Punjab,Save Punjab,287,2
104975414208877,Kshipra Shukla,Kshipra Shukla,286,2
821638184518727,Rajpal Kharola,Rajpal Kharola,286,4
249118638631429,Dinesh sundrani,Dinesh sundrani,285,5
108449378386655,Uttarakhand Hulchal,Uttarakhand Hulchal,284,1
0,Instagram User 8444832312,These ads ran without a disclaimer,283,1
204633186070081,Akali Returns,Shiromani Akali Dal,283,1
108301650694029,Friendly Footprints LLP,Friendly Footprints LLP,283,2
422850371147549,Shubham Dhoot,Shubham Dhoot,282,4
103350788177653,Hem Narayan Singh,Hem Narayan Singh,281,4
576295626110636,दामू अण्णा इंगोले,दामू अण्णा इंगोले,280,1
436894072830841,vandanakumari,vandanakumari,280,1
394268224003994,Prem Narayan Pandey MLA,Prem Narayan Pandey MLA,278,6
103683047739814,Raaj Kumar Anand,Raaj Kumar Anand,277,2
0,Instagram User 9655744175,These ads ran without a disclaimer,277,1
401811196350367,Niranjan Roy,Desire Web Services,277,7
456444157542813,Sanjay Kumar Yadav,Sanjay Kumar Yadav,276,3
100138362878674,Shree Ram Ji Ka Bharat,Shree Ram Ji Ka Bharat,276,1
110847490543428,Vipul Kumar Salwan,Vipul Kumar Salwan,276,1
608263849033957,Dr Ajeet Kharka,Shree Digital Media,275,1
1839204416403215,Adv.Arjun Trehan,Adv.Arjun Trehan,274,3
179675765847392,Cherub Jain,Cherub Jain,273,2
419783647884391,Nitish Prabhakar Choudhary,worddss infotech,272,1
264308493442250,LaxmiKantha Rao Thota,LaxmiKantha Rao Thota,272,1
356682294842919,Badri Purbey,Badri Purbey,267,3
1495062327433191,Sunhak Peace Prize,These ads ran without a disclaimer,267,1
627744127080164,BJP Ballabgarh,Sachet Jain,267,6
1631196377103183,Sleepwell Foundation,Sleepwell Foundation,267,1
158865797299410,Akshay Pratap Singh,Akshay Pratap Singh,265,1
106690500949278,Candous International,These ads ran without a disclaimer,263,1
1170127696364395,Anil Maan Nalwa,Anil Maan Nalwa,262,3
1399553863632546,Kolan Hanmanth Reddy,Kolan Hanmanth Reddy,262,2
112508700507986,Virender Dutt Semwal,Virender Dutt Semwal,261,4
425544803965957,Deepak Kumar Agarwal,Deepak Kumar Agarwal,261,5
513225911864477,Shatrughan Kumar Yadav,Shatrughan Kumar Yadav,260,1
1825041164398438,Dr.Ashok Kumar Rai,Raj Tech,260,7
111022558749360,Dharmendra Kumar Sah,Dharmendra Kumar Sah,259,1
114865721583774,Kailash Verma,Kailash Verma,259,4
101305162665576,HASIB KHAN _293,Waltons Technology,258,7
108029775284449,Dinesh Agrawal,Dinesh Agrawal,258,3
1643423155763654,Headlines Bihar,Headlines Bihar,258,1
100597171696055,Makrand Patil,Makrand Patil,256,1
182296221631551,Mahesh Kumar,Mahesh Kumar,256,8
445459465661222,Uma Shankar Singh,Uma Shankar Singh,255,1
109589677986436,ArjunModhwadia For Gujarat,ArjunModhwadia For Gujarat,255,2
537612186106747,Khwairakpam Raghumani Singh,Khwairakpam Raghumani Singh,255,1
103599181499755,Niranjan Roy,Poll Aid,254,7
341754905685750,Best Free Funny Prank Call App,These ads ran without a disclaimer,254,2
102124172780905,Challa Vighneswar Reddy,Challa Vighneswar Reddy,254,3
106717649071157,I Support Amit Shah,I Support Amit Shah,252,2
426690553869985,ClassTym,These ads ran without a disclaimer,251,1
167869893408578,Sanjay Saraogi,Sanjay Saraogi,250,1
217357858697964,Engineer Muazzam,Engineer Muazzam,250,2
123204638367845,Saurabh Singh,Saurabh Singh,248,3
590936721069970,Ayush Agrawal,Ayush Agrawal,248,3
315319975293887,Anand Bihari Dubey,Anand Bihari Dubey,245,3
667678419753878,66 Lottery Vip1,These ads ran without a disclaimer,245,6
100138598436804,Saurabh Kumar,Saurabh Kumar,244,1
100778502391673,Joy Saha,Joy Saha,243,2
182507171621335,Apna Vidyalaya,Apna Vidyalaya,242,1
306034076263992,Marri Rajasekhar Reddy,Marri Rajasekhar Reddy,241,3
146482327551882,Ramesh Singh Yadav,Ramesh Singh Yadav,241,9
107989018290193,Dr Vijay Dahiphale,Dr Vijay Dahiphale,240,3
1938002469804247,Jaswant Singh Saini,Jaswant Singh Saini,239,3
112959218061339,Team Imaginers - Rotary International District 3150,Team Imaginers - Rotary International District 3150,239,1
102061458371354,Ravishankar Prasad Singh,Ravishankar Prasad Singh,239,2
103714028518672,Umang Bajaj,Umang Bajaj,238,3
186199704897466,RD Foundation,RD Foundation,238,1
1360805680600676,Sandeep Kshirsagar,Sandeep Kshirsagar,238,1
399227156950397,Vijay Khemka,Vijay Khemka,237,3
123680224168892,Amit Garg Murti,Amit Garg Murti,237,13
104762361705185,Ramesh Singh,Ramesh Singh,237,1
211316456818,Suveg Rathi,Suveg Rathi,237,1
714212365637304,Navdeep Chaudhary,Navdeep Chaudhary,233,5
321228061382932,Shekhar Dixit,Shekhar Dixit,233,2
430924343432312,Sunil Satpal Sangwan,Ecom Digitech,233,1
110679913629785,Rajesh Yadav,Rajesh Yadav,232,1
127932930638411,Adoor Prakash,Adoor Prakash,232,1
102447714973094,Yusuf Salahuddin,Yusuf Salahuddin,231,1
110189782103364,Swatantra Samuh Sewa Samiti,These ads ran without a disclaimer,230,1
198573349998003,Proactive Politicians,Pro Active Politicians,229,1
289042591648958,Jogeshwar Garg Jalore,Jogeshwar Garg Jalore,228,2
1048243535367274,Bhawani Singh,Bhawani Singh,227,3
761826677309909,Bhupinder Lather,CreateVerse,225,5
104319289299785,Adv Vijay Sharma,Adv Vijay Sharma,224,1
114234141261168,Dr. Nehal Sadhu,Dr. Nehal Sadhu,224,1
1619332168387269,Anurag singh MLA,Anurag singh MLA,223,5
460307280491683,Sujita Kumari,Sujita Kumari,222,3
103129192596778,Kuldeep Singh Chundawat,Kuldeep Singh Chundawat,221,1
2163983083861031,Atul Kapoor,Atul Kapoor,221,4
1766863846665524,Truth About Islam,These ads ran without a disclaimer,220,1
398506140002442,ਸ੍ਰੀ ਅਕਾਲ ਤਖ਼ਤ ਸਾਹਿਬ ਦੀ ਪ੍ਰਭੂਸੱਤਾ ਤੇ ਸਨਮਾਨ ਬਹਾਲੀ ਮੁਹਿੰਮ,Plumedia Panjab,220,2
105723722045918,Bhabendra Das,Bhabendra Das,220,3
107114604539894,Arjun Vedant Vlogs,Digital Samvaad,219,1
104982108521618,Jogani Mahendra,Jogani Mahendra,217,1
2156330694593998,Priyanka Pravin Barse,Priyanka Pravin Barse,217,1
237259159462643,Netaji,Awesome Innovators,217,1
116482731511472,Sandeep Nain,Sandeep Nain,217,1
111016951378962,Abhinav Thapar,Abhinav Thapar,217,3
424239111104105,राकेश सिंह प्रतापगढ़ मित्र मंडल,राकेश सिंह प्रतापगढ़ मित्र मंडल,215,1
359029337603258,Rahulinder Singh Sidhu - Bhattal,Rahulinder Singh Sidhu - Bhattal,215,2
374856929036385,Rahul Sinodiya,Rahul Sinodiya,214,3
108419407701493,Sravan Vurapalli,Sravan Vurapalli,214,1
109144597494578,Manpreet Singh Bunny Sandhu,Manpreet Singh Bunny Sandhu,213,1
491176140747908,EconomyWala-इकॉनमीवाला,Economy wala,212,4
165905907273367,Guru khushwant saheb,Guru khushwant saheb,211,2
234091989796701,Maryam Memorial Girls Educational Institution,Maryam Memorial Girls Educational Institution,211,2
765119473671678,Gagandeep Singh Sunny Kainth,Gagandeep Singh Sunny Kainth,211,3
106600387541566,Kamal Chib,Kamal Chib,211,3
314585835646784,Dr. Ranju Geeta,Dr. Ranju Geeta,211,4
101521235940655,Mukesh Tatwal,These ads ran without a disclaimer,209,1
101284198880936,The Unmute,The Unmute,209,1
106484681744267,The Summer News Himachal,The Summer News Himachal,209,1
102947206245235,Ankush Chaudhary,Ankush Chaudhary,208,3
373988905798667,Sahoo Construction and Solar,Sahoo Construction and Solar,208,3
115510024839064,Vibhu Bansal,Vibhu Bansal,208,1
1105918679563229,Pawan Mishra - पवन मिश्रा,Pawan Mishra - पवन मिश्रा,206,1
204605606072944,Kathleen Davies,These ads ran without a disclaimer,206,1
114014963305530,Yuvaan Energy Private limited,These ads ran without a disclaimer,205,1
437700840064818,Siddhartha Mishra,Siddhartha Mishra,205,1
246933238812367,Bachubhai Khabad,Bachubhai Khabad,205,3
175332483198713,Prerna Honrao,Prerna Honrao,205,1
107657765327576,𝐒𝐢𝐭𝐚𝐫𝐚𝐦 𝐒𝐚𝐡 - विधायक प्रत्याशी गायघाट 𝟖𝟖,𝐒𝐢𝐭𝐚𝐫𝐚𝐦 𝐒𝐚𝐡 - विधायक प्रत्याशी गायघाट 𝟖𝟖,204,1
825170717650553,Thedal App India Limited,Thedal App India Limited,203,3
105862605133770,Gulam Ali Khatana,Gulam Ali Khatana,202,1
436141652926919,Jai Bhim Sena,Need24,201,1
530245323513669,"Astt. Regional Transport Office, Etawah","Astt. Regional Transport Office, Etawah",201,2
101590398956031,Anusri satyanarayana,Anusri satyanarayana,201,2
900135010025028,CA Naresh Dhanraj Kella,CA Naresh Dhanraj Kella,201,2
111935045127511,The Lapeta,The Lapeta,200,1
396826943856386,Y.R. Gaitonde Centre for AIDS Research and Education,Y.R. Gaitonde Centre for AIDS Research and Education,200,4
101774241923129,Adv Arshdeep Singh Kler,Adv Arshdeep Singh Kler,199,1
104962827555430,Harpreet Singh Hero,Harpreet Singh Hero,199,1
132758923249567,Kuldip Singh Dhaliwal,Kissan Gurukul,198,5
100609135047058,Kavita Paswan,Kavita Paswan,198,2
457190067786968,Dhruv Public School,FS FINDSCOPE CONSULTANCY,197,1
100622528995677,Vishwas Sangwan,These ads ran without a disclaimer,197,1
975067502615074,Modi fan,Keyword India Network Pvt. Ltd.,197,3
109226942102394,Girish Bhardwaj,Girish Bhardwaj,196,4
216063095096626,Ujwal Keskar,Ujwal Keskar,195,2
524151680776441,Ramza News,Ramza News,193,2
704847062939121,Ranbir Nandan,Ranbir Nandan,193,4
225460537310541,Tata IIS,Tata IIS,193,2
502867826822646,Subhash Verma,Subhash Verma,192,3
118468318011159,Kakali Tah Gupta,IT Ground,191,1
2138337326209815,Amod Sirsikar,Amod Sirsikar,191,3
113858681342028,Dr. Anjali Yadav,Dr. Anjali Yadav,191,5
489217671186922,DELHI IAS Academy,Rishabh GFX,191,1
108758878983986,DrPrashant Dubey,These ads ran without a disclaimer,190,1
362500221148065,Dr. Ashutosh Verma,Dr. Ashutosh Verma,190,1
108814581289,MumbaiTheatreGuide.com,MumbaiTheatreGuide.com,190,3
112087665033838,Mahendra Dubey,Mahendra Dubey,189,4
114486475050146,Anjali Yadav,Anjali Yadav,189,4
185416161332832,NRI Cell BJP Haryana,NRI Cell BJP Haryana,188,4
102659309289512,Alok Singh,Alok Singh,188,1
1171462299729165,Sandeep Singh Deswal,Sandeep Singh Deswal,187,4
106311369198654,समर्थक राकेश सिंह प्रतापगढ़,समर्थक राकेश सिंह प्रतापगढ़,187,1
106419448576660,Arvind Singh Yadav MLA,Arvind Singh Yadav MLA,187,2
270633432804096,Akash Yadav,Akash Yadav,187,2
106901781497453,Karan Narendra Bakshi भाजपा देपालपुर इंदौर,Karan Narendra Bakshi भाजपा देपालपुर इंदौर,186,2
425296163993835,News24khabare,News24khabare,186,3
105932804652995,Anirban Goswami,Anirban Goswami,185,6
524144610983498,Bhupathiraju Srinivasa Varma - BJP Varma,Bhupathiraju Srinivasa Varma - BJP Varma,184,1
107144805822613,Shiv Prasad Yadav,Shiv Prasad Yadav,184,1
103312651035138,DIGI Bangla,Digi Bangla,183,1
988113031199582,Dr. Ramesh Chand Tomar,Dr. Ramesh Chand Tomar,183,2
573999332471756,Satya Kumar Kumar,These ads ran without a disclaimer,182,7
615604752174539,CHAYA MORE,CHAYA MORE,182,1
116910204769133,Satvir Singh Anand Sunny,These ads ran without a disclaimer,182,1
1706340266309328,Vishwa Hindu Prachar Manch,Vishwa Hindu Prachar Manch,182,2
103251851710926,Akula Srivani,Akula Srivani,182,1
105778334632982,Bihar Jharkhand Live Today,Bihar Jharkhand Live Today,182,1
1569852659799372,Dr. Nishant Anand,Dr. Nishant Anand,181,1
265137250007317,Prince Kumar,Prince Kumar,181,1
100417006046204,Nayan Kumar,Nayan Kumar,181,2
335324380433286,Bhishma Shankar Tiwari,Bhishma Shankar Tiwari,180,3
1562144384038949,Ankur Desai,These ads ran without a disclaimer,180,1
512134485313455,Padamjeet Mehta,Padamjeet Mehta,180,2
1554147098231875,Er. Agam Kumar Maurya,Er. Agam Kumar Maurya,180,1
104184495899739,Vivek Bagri,Vivek Bagri,180,2
101217485036988,Bangla Disha,Bangla Disha,180,1
605988829259849,Rohit Jully,Aditya Digital,180,2
1740554842848760,Ajay Shankar Dubey,Ajay Shankar Dubey,179,5
589797617804653,Kishor Jorgewar,Kishor Jorgewar,179,3
556491337547297,Bhaskar Rao Rokde,Bhaskar Rao Rokde,179,1
254206834446764,Ajay Kumar,Ajay Kumar,177,9
795382953957764,RANI SINGH,RANI SINGH,177,1
615161251676576,Vishwanath.MahadevOfficial,These ads ran without a disclaimer,177,1
1955301821451552,Abhishek Dutta,Abhishek Dutta,176,2
138636842959151,Gyasuddin Shaikh,Gyasuddin Shaikh,176,1
172512815954371,Electioncampaignwala,Electioncampaignwala,176,2
114565043261943,Suresh Singh Rawat,Suresh Singh Rawat,176,1
691445810951004,Dharmendra Singh Rathore,Dharmendra Singh Rathore,175,5
288551761015674,Krishna Choudhary,Digital Computer Classes,175,2
246758375190336,Samajwadi Party Bhiwandi West,Samajwadi Party Bhiwandi West,175,1
106316751711992,Chhatter Singh Thakur,Chhatter Singh Thakur,174,2
639481959502611,Royal Patrika,Royal Patrika,173,1
102123419539115,Amit Shah Fan Army,Amit Shah Fan Army,173,1
102034865308612,Vasim Raja. M,Vasim Raja. M,172,1
100287319546577,Mahesh singh,Mahesh singh,172,1
589772990890963,Mudra Finance,These ads ran without a disclaimer,171,1
101306915278638,Mufti Mohammed Samir Wahid,These ads ran without a disclaimer,171,1
224787738121110,Manan Dani,These ads ran without a disclaimer,171,1
114518447059786,Santosh Singh,Santosh Singh,171,4
250123451511060,Munsif Tv Jammu Kashmir News,Munsif Tv Jammu Kashmir News,171,2
101357615849192,Grow Puffery Opc Pvt. Ltd.,Grow Puffery Opc Pvt. Ltd.,170,2
584800664708106,Sunrainsolar,These ads ran without a disclaimer,169,1
110423851546365,Ranjan Sharma,Ranjan Sharma,169,6
106123541012960,Choti Wala Sarpanch Sehri,Choti Wala Sarpanch Sehri,168,2
846994962145905,Manoj Kumar Aggarwal,Manoj Kumar Aggarwal,168,2
236970613505172,Annu Tandon,Annu Tandon,168,1
114531171665551,Rajkumar Sharma,These ads ran without a disclaimer,167,1
215768821611102,Sat Sharma CA,Sat Sharma CA,167,4
1591721357817785,Anupam,Anupam,167,3
2853498381391691,Aditya Kumar Paswan,Aditya Kumar Paswan,166,1
1613686538669654,Ashok Singhal Foundation,Digital Xplode,165,3
102129895691037,Raj Kumar Raju,Raj Kumar Raju,165,4
638149850140319,Ritu Raj Pandey,Ritu Raj Pandey,164,2
532060096667673,Legacy of Vinoj,Dee Technologies,163,2
111273715192620,Shrichand Sundrani,Shrichand Sundrani,163,3
315523084977319,Rahul verma,Rahul verma,162,6
100560489493422,Dr. Dhananjaya Sarji  ಜನಪರ - ಜೀವಪರ,Dr. Dhananjaya Sarji  ಜನಪರ - ಜೀವಪರ,162,2
218844865628197,Rashtrawadi Party,Rashtrawadi Party,162,1
518458474677252,Inqlabi Jan Morcha,Inqlabi Jan Morcha,162,1
293864323820343,Chetan Dada Tupe FC,Chetan Dada Tupe FC,161,2
189434560918747,आपला ईशान - Aapla Eshan,आपला ईशान - Aapla Eshan,161,2
101763291591410,Dr. B. Jha Mrinal,Easy Social,161,4
1865245697036691,Dr. Anil Maurya,Dr. Anil Maurya,160,1
421838478623989,Ram Siya Sharan,Ram Siya Sharan,160,4
226578917197104,Sneha ranjeet kalate fc,Sneha ranjeet kalate fc,160,2
1624744290935399,Mahendra Singh Yadav - Parihar,Mahendra Singh Yadav - Parihar,159,1
252052204665593,Chalisgaon MH52,Chalisgaon MH52,159,1
267594743799475,Neetu Chaudhary,Neetu Chaudhary,158,5
102491095749364,Satya Yadav,These ads ran without a disclaimer,156,1
263560423714979,Dr. Mahesh Sharma,Dr. Mahesh Sharma,156,1
109606658676705,Abhishek Ranjan,Praveen Pratap Singh,156,2
974205249275606,Beat of Life Entertainment,These ads ran without a disclaimer,156,1
162339983959027,Kedar Kashyap,Kedar Kashyap,155,3
1379612502082198,Alok Misra,Workforce Infotech,154,1
113241531613131,Nawnit Niraj,Nawnit Niraj,153,1
543663642154712,Adv CA.Sahil Singla,Adv CA.Sahil Singla,152,1
218612418536093,Sandeep Singh Thakur,Sandeep Singh Thakur,152,4
107344272047377,Sanjeet vishwakarma,Sanjeet vishwakarma,151,1
646511032465802,Dr. Basavaraj S Kyavater,Dr. Basavaraj S Kyavater,151,1
307992149066448,Sanjay Pati Tripathi,Sanjay Pati Tripathi,151,3
110041803678379,Kabir Shankar Bose,Kabir Shankar Bose,150,1
100124012061572,Deen Dayal Gaur,Deen Dayal Gaur,150,4
645201615334303,Dhanjit kalita friends club,These ads ran without a disclaimer,150,1
142566424655613,RTI Drafting Service's हिंदी,RTI Drafting Service's हिंदी,150,1
359202421309431,Sumit Pratap Singh,Sumit Pratap Singh,150,1
101305292802163,Kunal Kishor,These ads ran without a disclaimer,149,1
153290248039479,Renovation Factory,These ads ran without a disclaimer,149,1
416260385806507,DR V.S Chauhan,DR V.S Chauhan,147,2
302211316810005,Sabke Armaan- सबके अरमान,Sabke Armaan- सबके अरमान,147,2
100275942099709,Ishpreett Ranjit Singh,Ishpreett Ranjit Singh,147,3
101714281967122,Bihar Lokmanch News,Bihar Lokmanch News,147,1
564607350076732,lokreportnews,These ads ran without a disclaimer,146,1
373995782470313,Doddareddy Sidda Reddy,Habulus Group,146,2
1576734822340874,Ejya Yadav,Easy Social,146,4
198526570751430,Rajesh Dhakad,Rajesh Dhakad,146,4
109277358356132,Rakesh Jangir,Rakesh Jangir,146,3
534122463110130,imperiummun,These ads ran without a disclaimer,145,1
266219819913248,Hemant Bagul FC,Hemant Bagul FC,145,3
333347933189588,Kashif Sayed,Kashif Sayed,145,2
119222219464434,Megha Rajendra Babar - मेघा राजेंद्र बाबर,Megha Rajendra Babar - मेघा राजेंद्र बाबर,145,1
599688203222329,Mahakoushal Solar,Namaste Digital,144,1
336756436198775,Vandana Kumari,Vandana Kumari,144,2
228695480836620,Sreeraja Chokkar 4 Virudhunagar,These ads ran without a disclaimer,143,1
420641791337176,Shivbeer Bhadauriya Shivaji,Shivbeer Bhadauriya Shivaji,142,2
116458781310492,Abhiram Singh,Abhiram Singh,141,2
107473064161103,माता-पिता से निवेदन,माता-पिता से निवेदन,141,1
474934949035602,Delhi Dialogues,voidigitalnetwork,141,3
290539707467340,Ajaykumarsingh,Ajaykumarsingh,141,1
110800892121971,दिलीप राय मुखिया,These ads ran without a disclaimer,141,1
110555340292585,Dr. Madhusudan Malani,These ads ran without a disclaimer,140,1
109733650923858,Mithilesh Pathak,Mithilesh Pathak,139,1
114321278197936,Dhanraj Talampally,Dhanraj Talampally,139,2
106902725770379,Pardeep Mor,Pardeep Mor,139,1
369472912919913,Vinod Kumar Yadav,Habulus Group,139,2
268322986515192,Nikhil Chaprana,Nikhil Chaprana,138,6
263045300224307,Abhimanyu Yadav,Abhimanyu Yadav,138,1
1001839976655601,Vijay Ashok Gondkar,These ads ran without a disclaimer,138,1
597330460442186,Dr. Satya Pandey,Dr. Satya Pandey,138,1
109964085482239,Nilesh Bharti,Nilesh Bharti,138,1
285831614604693,Makkal Murasu Katchi /மக்கள் முரசு கட்சி,Makkal Murasu Katchi /மக்கள் முரசு கட்சி,137,1
533643893158941,Datta Somnath Gadalkar,limelight pr solutions,137,1
106418145443823,Shaan Khan,Shaan Khan,137,4
110733960805508,RTI Drafting Service's,RTI Drafting Service's,137,1
309509952237057,Adv Vinod Makwana,These ads ran without a disclaimer,136,1
625419018103389,Sardar Ajay Pal Singh,Sardar Ajay Pal Singh,136,4
174143129812444,Divyanshu Bhardwaj,Divyanshu Bhardwaj,136,2
352011964665574,Irfan Khan,Irfan Khan,136,3
102856775182731,Annai Fashions,Annai Fashions,135,2
405726452617826,भाई भजनलाल,भाई भजनलाल,135,1
113939478422378,Arif Mallick,Arif Mallick,135,1
0,Instagram User 2523858969,These ads ran without a disclaimer,135,1
100836134710997,Fans of Manohar Lal - The Trailblazer,Fans of Manohar Lal - The Trailblazer,134,2
107734789881716,गौ भक्त भक्ति तिवारी,गौ भक्त भक्ति तिवारी,134,1
554631581071284,Skill Development Mission Mlp,Skill Development Mission Mlp,133,1
171213636079805,Online jobs,Online jobs,133,3
301058180261039,Kunwar Brijesh Singh,Kunwar Brijesh Singh,133,1
101918572731883,Mukeshji Thakor,Mukeshji Thakor,133,2
105155391332967,Dhiraj Kumar Yadav,Dhiraj Kumar Yadav,132,2
109821431859578,Lakshay Sharma,Lakshay Sharma,132,5
645615995302645,Sandesh Gurav - संदेश गुरव,pestora,132,2
0,Instagram User 3475699974,These ads ran without a disclaimer,131,1
252409824844672,Gopal Tiwari Pune,Gopal Tiwari Pune,131,1
421822485220947,Shruti Choudhry,Shruti Choudhry,130,1
103592127897894,Kayal Mahaboob,Kayal Mahaboob,130,1
665335126916343,Sushil Mengade,Sushil Mengade,129,1
643585165499165,Ganesh Naik Janta Darbar,Desi Journey Pod,129,2
271570539634415,Rahul Kajal,Rahul Kajal,128,1
100214938974143,Karan TV,Karan TV,128,1
109159772235360,Mahesh Chand Srivastava,Mahesh Chand Srivastava,128,1
108807732019336,Dr-Abhishek Bardhan,Dr-Abhishek Bardhan,127,3
288292778374492,Raju Gupta,Raju Gupta,127,2
315398814999516,Nazrul Karim Ahmed,Nazrul Karim Ahmed,127,2
106930848867254,पहली खबर - Pehli Khabar,पहली खबर - Pehli Khabar,127,3
178652768675855,Yashpal Chauhan,Yashpal Chauhan,126,1
557188224152739,Deepak seth -Hcra.india,These ads ran without a disclaimer,126,2
147611371764763,India’s Intellectual Statesman- Praful Patel,India’s Intellectual Statesman- Praful Patel,125,1
120496281020796,Sandeep Shyam Kumar,Sandeep Shyam Kumar,124,3
1921575918110414,Advik Energy Solution Pvt. Ltd.,Advik Energy Solution Pvt. Ltd.,124,1
109125005041820,Mohini sharma bjp,Mohini sharma bjp,124,2
271985123173847,Pushpendra Singh,Pushpendra Singh,124,1
100680769343879,Baldev Gora,Digital Unplug,124,2
415335308946288,Jeevan Jyot,Jeevan Jyot,124,3
2159484957646626,Mahant Daleep Rawat,Mahant Daleep Rawat,124,1
484893148039115,Sikkim Fish Festival 2024,Fisheries Department,123,1
194204921105767,तिजारा टाइम्स - News,तिजारा टाइम्स - News,123,1
910153919008427,Prabal Pratap Singh Judev,D P ENTERPRISES,123,2
104697872457398,D K Brijesh,D K Brijesh,123,3
281056145340079,Ajai Chowdhry,Ajai Chowdhry,123,1
